Tipo de Muestra,Numero,area,perimetro,largo,ancho,volumen,superficie,espesor,espesor medio,intensidad media,contraste medio,suavidad,asimetria,uniformidad,aleatoriedad,Rp,area convex hull,perimetro convex hull,Ra,Rv,Rs,superficie convex hull,volumen convex hull,enlongacion Feret 2D,convexidad Feret 2D,solidez Feret 2D,factor de forma 2D,circularidad,rectangularidad,compacticidad 2D,relacion de aspecto 2D,redondez 2D,curvatura 2D,solidez 2D,convexidad 2D,area de defecto,factor de Paris 2D,extension 2D,indice de concavidad 2D,enlongacion Feret 3D,convexidad Feret 3D,solidez Feret 3D,relacion de aspecto 3D,planitud,factor de forma 3D,esfericidad,paralelepipedad,compacticidad 3D,redondez 3D,curvatura 3D,solidez 3D,convexidad 3D,volumen de defecto,factor de Paris 3D,extension 3D,indice de concavidad 3D,factor de Wilson-Huang,factor de Dellino,clase
N3,1273,1903.13,201.07,72.35,43.12,89096.0903,22101.56,145.17,47.34,5.64008454,3.13187178,0.90748126,13.44557022,41.03999103,2.205447789,32.002,2129.351,259.782,24.613,27.707,41.938,23336.03533,197238.587,2.7507206,0.8749799,1.9308903,0.5915133,0.769099,0.870674,0.6100397,0.5959302,0.4628749,0.8846054,0.8937607,0.7740119,0.1188678,-0.4519762,0.6825538,0.2497147,34.3387222,2.8371654,8.1217481,0.8198787,3.366883,0.2883702,0.4364826,0.5557986,0.1967285,0.0556182,0.3338191,0.4517173,0.9471,1.2137738,-0.1057999,0.4355124,0.5508287,1.3011788,0.3356983,0
N3,1293,718.96,127.25,34.7,27.55,17301.3153,4855.54,61.74,24.33,2.89914328,1.33090139,0.63915832,0.323445546,10.01781878,1.343240168,20.252,802.628,152.156,15.128,16.045,19.657,5193.349492,26224.86924,1.6751784,0.7165459,1.1785329,0.5579637,0.7469697,1.0219595,0.7518853,0.7939394,0.760062,1.1671362,0.8957582,0.8363067,0.1163728,-0.3273866,0.8393842,0.1940666,13.6030561,2.3059297,4.6989508,0.7816535,2.2407919,0.5438122,0.666243,0.5057827,0.2930582,0.1403993,0.4054562,0.6597293,0.9349535,0.5157732,-0.130093,0.4442098,0.3464321,1.2864962,0.4976633,0
N3,1298,1635.89,213.48,68.57,37.86,91093.4886,19145.51,105.24,56.3,6.70856366,2.40981981,0.8530974,-7.293463045,50.18764022,2.616690854,33.977,1821.227,239.713,22.819,27.913,39.033,18830.46703,160503.5668,2.8739555,0.8986165,2.0274917,0.4510586,0.6716089,1.0029644,0.6301806,0.5521472,0.4430269,0.9910569,0.8982333,0.8905801,0.1132965,-0.2188399,0.7015779,0.1494295,12.7953859,1.8477757,3.8023725,1.0580723,2.7797689,0.3656901,0.5113781,0.6938686,0.3334409,0.1492616,0.5502455,0.5675481,1.0167303,0.7619653,0.0334606,0.5875113,0.4327754,1.0434945,0.3434461,0
N3,0_1,206.82,107.97,18.09,16.83,12648.3155,6679.17,140.69,61.16,7.28690778,2.28379459,0.83911753,13.39440796,58.31474274,2.802355405,17.185,232.198,78.774,8.114,14.454,23.055,4366.734675,13646.49196,1.5820321,0.7213856,1.1067025,0.2229196,0.4721436,1.5462636,0.6795058,0.9302326,0.8048127,1.9000862,0.8906883,1.3706948,0.1227273,0.7413896,0.7628997,0.386476,220.1538385,14.2396408,106.8406568,3.5032354,8.3610684,0.2464198,0.3930523,0.6402075,0.2953853,0.0086751,0.1074154,0.9268547,1.5295562,0.0789177,1.0591123,0.3186964,0.5345839,4.3539853,0.1855771,0
N3,0_2,539.76,175.5,31.76,26.71,40652.7048,13964.13,188.21,75.32,8.9740032,3.19748061,0.91090427,27.94481385,90.75661566,3.07897723,27.931,605.551,128.295,13.108,21.33,33.335,9858.96879,48941.79736,1.8687812,0.7777103,1.3082654,0.2202274,0.4692839,1.5006942,0.6362309,0.8410596,0.6813208,1.7588961,0.8913484,1.3679117,0.1218957,0.7358233,0.7137847,0.3836198,163.9941926,11.2874799,71.3241531,2.5761761,7.0458657,0.2619962,0.409446,0.5890423,0.2546051,0.0116459,0.1254831,0.8306337,1.4163881,0.2039001,0.8327763,0.3065191,0.4495153,3.3835263,0.1921464,0
N3,0_3,137.89,99.05,17.67,13.67,10252.2426,5945,160.77,74.35,8.85878729,2.95468816,0.897227,19.52817104,87.20829432,3.069203589,15.765,167.742,67.358,6.625,13.476,21.751,4082.018404,10426.98938,2.2637151,0.8240308,1.4615334,0.1766153,0.4202562,1.5803125,0.5708791,0.7738095,0.5624557,1.7845556,0.8220479,1.4705288,0.2164742,0.9410576,0.6944597,0.503055,405.3507785,19.8933614,208.6842046,4.7448462,11.7598573,0.2378576,0.383894,0.5629655,0.264002,0.0047116,0.0732097,0.9832409,1.4563879,0.0170447,0.9127757,0.2685018,0.4566955,4.9368495,0.1613338,0
N3,2_1,261.98,144.86,24.82,18.51,9270.3112,5704.36,91.49,35.39,4.21616995,1.56235452,0.70938272,2.825954084,20.21704069,1.977747826,23.055,314.924,94.531,9.132,13.032,21.306,4371.150261,15463.92859,2.3512327,0.8248176,1.5362085,0.1568882,0.3960912,1.6716554,0.5703005,0.7457627,0.54152,1.8578561,0.8318876,1.5323924,0.2020854,1.0647847,0.6855499,0.558304,82.5989372,6.0154296,25.9267188,1.6333717,4.9427923,0.2288284,0.3741163,0.6448094,0.2205824,0.0231221,0.2169425,0.5994797,1.3050024,0.6681132,0.6100048,0.3679565,0.5034312,2.2159565,0.1481842,0
N3,2_2,112.54,91.91,18.3,10.31,4315.8988,3555.2,91.64,38.35,4.56926497,1.89239794,0.78171515,8.087993479,24.45935233,2.08227564,14.628,144.495,65.622,5.985,10.1,16.82,2937.559441,6932.604918,2.9752358,0.8760372,1.8200317,0.1674095,0.409157,1.6065882,0.5967628,0.5632184,0.4279458,1.5988376,0.7788749,1.4006412,0.2839033,0.8012824,0.7661858,0.457613,178.3249196,8.981566,58.1280104,2.6812763,8.8919524,0.2165214,0.3605791,0.6325991,0.2497233,0.01071,0.134749,0.6225508,1.2102575,0.6062946,0.420515,0.4011292,0.4320603,2.7856647,0.1475335,0
N3,2_3,451.68,177.58,36.39,22.29,21795.1693,12123.78,156.92,48.25,5.74945535,3.07946503,0.90460841,28.70098695,42.53934173,2.313733263,28.263,527.093,127.835,11.991,17.328,31.061,10195.34466,43501.21002,2.9313418,0.8942282,1.972864,0.1799936,0.4242565,1.5130564,0.5567674,0.6127168,0.4343538,1.553436,0.856921,1.3891262,0.1669687,0.7782525,0.6497301,0.4145972,177.2716968,7.5871918,46.5047093,1.6445862,7.0381653,0.1736319,0.3112335,0.6050157,0.171214,0.0107736,0.156731,0.5010244,1.1891483,0.9959106,0.3782967,0.3417279,0.5336232,2.4625593,0.1320428,0
N3,4_1,314.58,196.62,27.13,22.29,18345.7623,11349.36,119.9,58.32,6.94859955,2.0103424,0.80164541,3.18737028,52.32451231,2.734619842,31.292,408.71,107.238,10.007,16.361,30.053,6506.791523,27562.42846,2.3401772,0.7948645,1.4146731,0.1022604,0.3197819,1.9889259,0.520038,0.8217054,0.5440783,2.3066244,0.7696929,1.8334539,0.2992195,1.6669078,0.6756436,0.8646888,93.9663553,6.941528,32.7483397,2.3597367,5.3781011,0.1613633,0.2963943,0.8688156,0.2529308,0.0203249,0.2512751,0.6656076,1.7442331,0.5023867,1.4884663,0.3799998,0.8159052,2.6204601,0.0947815,0
N3,4_2,177.88,92.21,19.77,13.67,12897.4965,7273.6,129.97,72.51,8.63900142,2.15796567,0.8232221,-4.128254618,79.28916144,3.057583742,14.676,197.603,74.295,7.525,14.548,24.059,4411.669151,13429.68773,2.1974633,0.836021,1.5536527,0.2629,0.5127377,1.3786359,0.6581015,0.6914894,0.5794133,1.4845641,0.9002071,1.2411267,0.1108555,0.4822535,0.7310556,0.2609612,170.2138947,12.0285669,85.5919923,4.3361126,9.5064616,0.2211094,0.3656549,0.7877459,0.3671371,0.0112203,0.137067,0.960372,1.6487192,0.0412631,1.2974385,0.3822863,0.6499285,3.6325532,0.1874851,0
N3,19_1,1209.18,443.8,57.21,36.81,46388.5567,31109.63,152.43,152.43,18.16229905,2.86912949,0.89167998,20.60812599,29.12638172,1.932990115,70.633,1607.004,214.445,19.619,22.29,49.756,21706.17958,175405.9455,2.7067647,0.8381144,1.5996063,0.0771489,0.2777568,2.3601864,0.5742227,0.6433824,0.4703917,2.4692499,0.7524414,2.0695139,0.3290071,2.1390278,0.763146,1.0977911,76.3515177,3.3629378,10.5726255,3.2426302,4.1413021,0.0899073,0.2006919,0.9463269,0.1445191,0.025014,0.4261795,0.264464,1.4332152,2.7812331,0.8664304,0.5464604,0.8536326,1.6539115,0.0557436,0
N3,19_2,134.53,128.2,16.41,14.51,8171.8164,6582.41,146,60.74,7.23759675,4.06087366,0.94282674,13.45243991,68.87350165,2.561199118,20.404,171.657,67.873,6.544,12.495,22.887,5300.769999,15054.2133,2.0006577,0.7593624,1.2314574,0.1028589,0.3207162,2.0732178,0.5650316,0.8846154,0.6364105,2.4874124,0.7837124,1.8888474,0.2759783,1.7776949,0.720968,0.9147842,380.8717413,12.6340468,108.2524941,3.9292637,10.0604052,0.1627299,0.2980654,0.6925456,0.2350751,0.0050144,0.0982887,0.5428259,1.2417837,0.8422114,0.4835674,0.4330581,0.5171727,4.8921023,0.0955944,0
N3,21_1,597.75,237.66,35.34,27.76,47246.8882,19364.54,181.8,79.04,9.41771999,3.34933539,0.91815386,34.68620354,99.91149734,3.150460694,37.825,700.553,138.925,13.794,22.427,39.255,11704.65216,61347.76604,2.0888099,0.7990607,1.3998123,0.132986,0.3646725,1.8832611,0.6093074,0.7857143,0.6095526,2.1409308,0.8532592,1.7107335,0.1719768,1.4214671,0.7140941,0.7257238,127.1699503,8.8708078,51.2811294,2.5052937,6.5480314,0.1864612,0.3263816,0.7775535,0.264912,0.0150182,0.1865029,0.7701485,1.6544313,0.2984509,1.3088627,0.3439752,0.6936225,2.965298,0.1190224,0
N3,21_2,120.55,138.02,18.3,13.46,5040.4856,4424.17,87.11,41.81,4.98193519,1.27939755,0.62076078,0.87313274,26.45653635,2.267477652,21.966,181.279,74.234,6.195,10.636,18.763,3280.479511,8658.619618,2.7776147,0.7744081,1.4507178,0.0795262,0.282004,2.1728314,0.4894037,0.7356322,0.4583932,2.4008435,0.6649991,1.8592327,0.5037615,1.7184654,0.7359465,0.9222291,131.1570939,7.2675605,39.9773614,2.6330267,6.4715284,0.1821591,0.3213418,0.7341687,0.2348998,0.0145616,0.1855692,0.582135,1.3486353,0.7178146,0.6972706,0.4035143,0.5442038,2.7481484,0.0906197,0
N3,21_3,319.45,263.24,33.02,18.09,8699.8241,9057.89,86.56,27.23,3.24492997,1.60381477,0.72006218,4.438205572,13.10179235,1.539782825,41.897,485.907,120.478,10.084,12.759,26.848,7376.448723,31690.23308,3.4135161,0.8610784,1.7625382,0.0579283,0.240683,2.5752654,0.5348097,0.5477707,0.3729994,2.5375157,0.6574257,2.1849999,0.5210843,2.3699999,0.8134906,1.2335242,74.5383481,3.1907739,10.7142907,1.0656956,4.7851667,0.1073239,0.2258383,0.9019644,0.1682725,0.0256225,0.384843,0.274527,1.227947,2.6426292,0.4558939,0.6129544,0.7604413,1.5844724,0.0543554,0
N3,24,121.48,139.21,19.77,16.83,1266.9956,1807.52,52.92,10.43,1.24270133,0.92679025,0.46205907,1.103293531,2.403246743,-0.071332196,22.156,197.095,79.005,6.218,6.713,11.993,2507.063194,6908.083172,3.2177713,0.7861857,1.557663,0.0787751,0.2806689,1.9018734,0.3651596,0.8510638,0.3956899,2.241213,0.6163515,1.7620096,0.6224508,1.5240192,0.5924535,0.8531382,116.9698161,3.5092733,11.2328502,0.5699695,3.1450322,0.1753383,0.3132693,0.3982382,0.0719678,0.0163278,0.2054473,0.1834077,0.7209709,4.4523341,-0.5580583,0.3923927,0.8629486,1.7638435,0.087925,0
N5,00_26,2452.3,323.91,92.54,57,86739.7188,27699.81,124.78,35.76,4.26127111,2.20073893,0.82886242,4.269098122,22.60463173,1.887807295,51.551,3202.318,327.811,27.939,27.461,46.95,28554.57932,276207.1489,3.4924415,0.8869058,2.1005296,0.2937275,0.5419663,1.0829817,0.4648943,0.6159091,0.36457,1.1140846,0.7657902,0.9880881,0.3058408,-0.0238239,0.607078,0.2345126,22.3987529,1.7130446,3.6830325,0.4783061,2.1891673,0.2000916,0.3420996,0.5786429,0.1317804,0.0852663,0.5662816,0.3140386,0.9700656,2.1843215,-0.0598689,0.419631,0.6866142,0.9821186,0.1854065,0
N5,00_31,316.75,86.02,22.72,20.4,7717.6486,2484.57,36.85,24.64,2.93541392,0.6811553,0.31692708,-0.071440831,8.892216007,1.493584517,13.691,354.629,99.39,10.041,12.259,14.061,1720.843864,5400.097298,1.6290503,0.7180062,1.1427778,0.5378687,0.7333953,0.997561,0.683467,0.8981481,0.7815839,1.2054513,0.8931768,0.8655215,0.1195992,-0.268957,0.7652091,0.171743,6.4813301,2.4784177,4.8500496,1.1427515,1.8059772,0.6627281,0.7601342,0.6053662,0.4519687,0.2946709,0.5825518,1.4291684,1.4438067,-0.3002924,0.8876135,0.3162459,0.6173734,1.2600916,0.5574788,0
N5,00_35,1315.47,176.26,45.22,37.23,44761.2243,10853.8,103.29,34.41,4.09936682,1.8900898,0.78129836,1.283096069,20.03607262,1.829824091,28.052,1474.731,199.316,20.463,22.026,29.389,12213.3534,88085.90656,1.554513,0.7127644,1.089061,0.5321136,0.7294612,1.0688776,0.7813953,0.8232558,0.8190601,1.2406683,0.8920064,0.8843042,0.1210682,-0.2313915,0.8759975,0.158266,24.6216662,2.7444872,6.5510602,0.8345782,2.7746028,0.4209742,0.561699,0.5320526,0.2574062,0.0775682,0.3238066,0.5081542,0.888683,0.9679066,-0.2226341,0.5065514,0.5042854,1.5537319,0.4097376,0
N5,00_46,1984.13,245.87,77.4,40.17,68906.005,25002.78,119.43,35.11,4.18390981,1.96386292,0.79410132,0.991912203,21.07023091,1.867639994,39.132,2293.722,274.543,25.131,25.433,44.606,23980.32768,215165.7822,3.0194199,0.8857003,2.0513647,0.4124326,0.6422091,1.0456172,0.6381032,0.5190217,0.4216835,1.0111529,0.8650266,0.8955784,0.1560338,-0.2088431,0.7376689,0.1706507,24.7202849,1.8685374,4.145109,0.5973197,2.972837,0.1853535,0.3250877,0.7289038,0.1855557,0.0772588,0.5579964,0.3202461,1.0426371,2.1225984,0.0852743,0.5794159,0.6810898,1.0309944,0.2087743,0
N5,00_50,472.86,96.12,28.18,27.76,9109.654,2834.03,29.26,19.48,2.32093073,0.5133235,0.20854832,-0.023970418,5.532434654,1.159136123,15.298,507.318,119.52,12.269,12.956,15.017,2036.325229,7335.771995,1.6798578,0.7408213,1.2297502,0.6431534,0.8019684,0.8590226,0.604308,0.9850746,0.7579448,1.0855792,0.9320828,0.8042202,0.072866,-0.3915597,0.6483415,0.2072257,2.7510585,1.321206,1.78877,0.6963328,1.0540493,0.6421267,0.7442985,0.5856081,0.3978242,0.6942271,1.0533851,1.2418126,1.3917388,-0.1947255,0.7834776,0.3203577,0.4603614,1.0116959,0.5969039,0
N5,00_54,752.23,119.68,39.75,27.55,17130.6234,4995.27,52.94,23.03,2.74359147,1.13996071,0.56512482,-0.035047816,8.673434874,1.281573457,19.047,805.288,150.236,15.474,15.992,19.938,5170.690972,25972.39592,2.100741,0.8312618,1.5412042,0.6599886,0.8123968,0.8890625,0.6867806,0.6931217,0.6060907,0.958298,0.9341095,0.7965965,0.0705383,-0.4068069,0.7352249,0.2138096,8.6595,1.7025973,2.9905605,0.6842358,1.9212549,0.5160137,0.6433404,0.5361799,0.2954518,0.2205508,0.5674116,0.6595704,0.9660735,0.5161384,-0.067853,0.4479458,0.342116,1.0123926,0.5226477,0
N5,c-0001,2105.74,238.51,67.52,47.53,72315.3978,24895.2,113.01,34.72,4.13733989,2.33518825,0.84503582,5.617228943,22.34756785,1.781355814,37.961,2378.24,257.497,25.89,25.845,44.51,21207.33964,202653.0327,2.1647269,0.8237243,1.505367,0.4651475,0.6820172,1.0365631,0.6561354,0.7040498,0.5881756,1.1244966,0.8854201,0.9262752,0.1294073,-0.1474497,0.7410442,0.1362494,19.9586582,1.8919301,3.729131,0.6036291,2.37746,0.1957868,0.3371752,0.7678388,0.1993878,0.0956908,0.6204751,0.3568434,1.1738955,1.8023497,0.3477911,0.5587543,0.6662508,1.1889501,0.2299593,0
N5,c_0017,589.78,98.43,30.92,27.55,23510.2816,6140.87,112.82,40.31,4.80241734,1.91978073,0.78657825,4.771580327,26.24447107,2.126765871,15.666,600.131,125.734,13.702,17.771,22.106,7578.203096,35726.59877,1.6208371,0.7725255,1.2510549,0.7649155,0.8745945,0.8417266,0.6923197,0.8911565,0.7855444,1.0133947,0.9827592,0.7828733,0.0175432,-0.4342534,0.7044652,0.2178101,61.0865162,5.2769838,21.0479662,1.3786417,4.0947814,0.5195636,0.6462875,0.4122016,0.2446077,0.0312648,0.15356,0.658061,0.8103339,0.5196159,-0.3793323,0.3717097,0.3910186,2.2701237,0.5652395,0
N5,c_0021,660.12,138.82,44.38,22.93,15021.0927,4229.27,42.35,23.01,2.74139657,0.91881628,0.45776633,-0.051087335,8.195150211,1.342519676,22.093,735.502,151.825,14.496,15.306,18.345,3777.626661,16206.34568,2.9835813,0.9183051,2.1031449,0.4304761,0.6561068,1.03125,0.6488108,0.5165877,0.4267487,0.9956613,0.8975144,0.9143208,0.1141882,-0.1713584,0.7228974,0.1335823,5.0570876,1.4916451,2.4542315,0.6836884,1.8473186,0.5808033,0.6961231,0.5467137,0.3485998,0.3776599,0.7505527,0.9268649,1.1195583,0.0789059,0.2391167,0.3761064,0.1401533,0.7354448,0.4567311,0
N5,c_0029,709.01,109.79,39.96,28.82,26320.7444,8003.15,105.61,37.54,4.47242745,2.03118142,0.80490462,-4.414392982,24.17050854,1.970517662,17.474,769.853,151.355,15.023,18.453,25.236,9861.87697,53824.94268,2.252449,0.8294816,1.6292485,0.7391305,0.859727,0.7981651,0.6157126,0.7210526,0.565269,0.8745145,0.9209636,0.7253937,0.0858192,-0.5492126,0.6685526,0.285754,44.7521905,3.5530278,11.4584932,1.0915204,3.6650892,0.3909608,0.5346737,0.4755226,0.2164321,0.0426763,0.2284034,0.4890065,0.8115237,1.0449628,-0.3769526,0.4425957,0.5446446,1.6818874,0.4596734,0
N5,c_0033,1595.59,215.8,72.35,35.76,40431.4608,13373.38,79.38,25.62,3.05277464,1.6593838,0.73358587,-0.804829874,12.07816949,1.322821396,34.345,1730.917,248.043,22.536,21.292,32.622,16016.96442,121040.0421,3.2809138,0.9163893,2.3753556,0.4305635,0.6561734,0.9980545,0.6167579,0.494186,0.3880747,0.9493777,0.9218153,0.8699996,0.084816,-0.2600009,0.6690688,0.1517002,12.3731644,1.2360512,2.1640624,0.4739886,2.220166,0.2780251,0.4259802,0.5986724,0.1968705,0.154355,0.6754985,0.3340338,0.8349507,1.9937093,-0.3300986,0.589373,0.6861139,0.7956805,0.2795168,0
N5,c_0045,1166.92,151.65,50.69,32.6,19364.1336,8097.48,99.92,16.78,1.99918773,1.00739106,0.50368187,1.712774833,4.931486751,0.820136344,24.135,1321.775,195.662,19.273,16.659,25.385,13228.41003,87910.15013,2.2018728,0.813878,1.5267378,0.6376483,0.7985288,0.9103535,0.7061438,0.6431535,0.578253,0.9522881,0.8828407,0.7750463,0.1327072,-0.4499074,0.7998541,0.2536345,51.5254321,2.371312,5.9426385,0.4028976,3.0650848,0.2826179,0.4306586,0.4058771,0.1172676,0.0370663,0.2581389,0.2202719,0.6121278,3.5398442,-0.7757445,0.5323766,0.8708736,1.3072368,0.3438933,0
N5,c_0049,849.46,141.13,39.96,37.23,34570.1819,9552.41,86.62,41.15,4.90289477,2.37902597,0.84984454,-0.777530507,29.67634669,2.095291826,22.462,984.964,173.757,16.444,20.209,27.571,10646.31137,67144.09306,1.8800125,0.7225357,1.2734295,0.535934,0.7320751,0.9141689,0.5709783,0.9315789,0.6772506,1.1241365,0.8624308,0.8122288,0.1595133,-0.3755425,0.6620569,0.2327731,18.8018163,2.2142077,5.0686497,1.0661611,2.3268132,0.3937841,0.5372447,0.5843002,0.268252,0.1015784,0.4052244,0.5148656,0.897251,0.9422545,-0.2054981,0.5210136,0.4958959,1.5495946,0.3933035,0
N5,c_0056_1,525.99,98.64,34.7,22.93,13867.2592,6140.93,104.42,26.66,3.17618765,1.94661046,0.79120088,11.97101091,13.74123869,1.423898179,15.7,568.235,131.284,12.939,14.904,22.106,7907.60637,35740.71627,2.2897393,0.8304637,1.6646685,0.6792756,0.8241818,0.8558394,0.6611065,0.6606061,0.5560631,0.9047717,0.9256607,0.7513801,0.0803094,-0.4972399,0.7141996,0.2594961,82.1046518,4.3318868,16.6799125,0.9251069,4.5547086,0.306454,0.454545,0.4506513,0.1669152,0.0232613,0.1792719,0.3879961,0.7765856,1.5773454,-0.4468289,0.4301982,0.6515081,1.8347371,0.3746277,0
N5,00_56_2,202.74,58.68,20.61,20.61,4198.9885,2033.59,63.72,20.94,2.49512437,0.89375408,0.4440727,0.384533589,6.888312278,1.18636878,9.339,217.378,79.509,8.033,10.008,12.721,2260.72153,6337.498648,2.0955706,0.814435,1.5350574,0.739863,0.8601529,0.7117347,0.477197,1,0.6075861,0.9062088,0.9326795,0.7380481,0.0721796,-0.5239038,0.5116409,0.2704641,61.6218118,5.6427252,21.3776464,1.0159502,3.0914906,0.4869389,0.6189416,0.3331803,0.1550963,0.0309932,0.1594147,0.6625624,0.8995332,0.5092917,-0.2009337,0.2340855,0.3520763,2.0457453,0.5323844,0
N5,00_61,467.38,98.01,31.76,22.29,14091.5239,3606.64,45.57,30.49,3.63233448,0.8308033,0.40836599,-0.257018469,13.59559162,1.800094435,15.599,510.968,119.407,12.197,14.984,16.941,2802.765002,11653.29077,2.1581637,0.8355947,1.5504153,0.6113748,0.7819046,0.9066148,0.660065,0.7019868,0.5899643,0.9823338,0.9146896,0.8208329,0.093267,-0.3583341,0.7216273,0.1984407,6.7165294,2.3279042,4.2525842,1.1279478,2.0440714,0.6918795,0.7822645,0.568607,0.4366929,0.2843521,0.5527779,1.2092313,1.286814,-0.1730284,0.573628,0.3611326,0.3550211,1.0684489,0.6116562,0
N5,c_0073,640.75,104.95,36.18,25.24,33151.7093,8685.38,89.93,52.31,6.2332534,2.36085944,0.84787768,-9.388570699,43.74364478,2.472158945,16.704,666.578,137.199,14.281,19.928,26.29,8296.484233,47424.11451,2.0425297,0.8283721,1.5420342,0.7309662,0.8549656,0.8544521,0.7017442,0.6976744,0.623364,0.9234688,0.9612487,0.7649758,0.0403135,-0.4700485,0.730034,0.2381975,21.9355308,3.0621408,8.0288522,1.7036024,3.5629063,0.4355611,0.5746006,0.6747527,0.4037509,0.0870669,0.3418766,0.6990475,1.0468744,0.4305179,0.0937488,0.5775728,0.304581,1.5917115,0.4912637,0
N5,c_0082,483.92,118.42,29.03,24.61,7169.3573,2919.15,38.2,14.98,1.78484283,0.6186428,0.27678721,0.021841123,3.503208715,0.729148763,18.846,584.05,126.991,12.411,11.962,15.241,2853.588671,10995.38708,1.740927,0.7180509,1.1329109,0.4336813,0.6585448,1.1039216,0.6775053,0.8478261,0.7313572,1.2986121,0.8285626,0.9324696,0.2069095,-0.1350608,0.8176875,0.1842584,7.7777297,1.6068693,2.6553463,0.5585938,1.5524804,0.4834163,0.6159529,0.5281985,0.2627279,0.2455549,0.6366267,0.6520332,1.0229759,0.5336643,0.0459518,0.4029364,0.3487245,1.0820297,0.4056326,0
N5,c_0086,1306.75,165.11,52.79,37.44,66383.7085,27547.82,133.19,51.37,6.1201645,3.31145478,0.91642802,-6.13232997,48.71128735,2.305579083,26.278,1416.136,201.92,20.395,25.118,46.821,19697.17896,162692.596,2.1328075,0.8213769,1.5457182,0.6023742,0.7761277,0.9149184,0.6611531,0.7091633,0.5969782,0.995511,0.9227601,0.8176898,0.0837053,-0.3646204,0.7164952,0.1979975,35.5896246,2.8292356,7.6035385,1.1385238,3.557481,0.1544034,0.2878091,0.9842668,0.2521785,0.0536634,0.4943268,0.4080315,1.398567,1.450791,0.797134,0.6180368,0.7136402,1.6159993,0.2233766,0
N5,c_0090,1211.73,163.85,53.84,32.81,20837.1162,7107.42,82.34,17.39,2.07170111,0.78124807,0.37901643,0.198699417,4.836699304,0.932469698,26.077,1270.237,193.187,19.639,17.071,23.782,7914.073989,48125.2714,2.3926107,0.8756099,1.7925988,0.5672086,0.7531326,0.9453883,0.6858724,0.609375,0.5321549,0.968607,0.9539403,0.8481219,0.0482837,-0.3037562,0.7189888,0.1587087,26.7910725,2.691338,6.0736973,0.4012973,2.5094907,0.3698246,0.5152253,0.3992086,0.1432405,0.0712872,0.3336904,0.4329766,0.8980735,1.3095937,-0.203853,0.3308273,0.5761116,1.069298,0.388033,0
N5,c_0094,142.23,46.27,17.04,11.78,1970.5275,981.54,22.15,14.01,1.66916356,0.40721872,0.14223987,-0.011846197,2.891013186,0.672416817,7.364,142.968,62.714,6.728,7.777,8.838,712.3441906,1522.26691,2.0407465,0.8534267,1.5944753,0.834729,0.913635,0.8029197,0.7087743,0.691358,0.6239087,0.8645454,0.9948071,0.7378261,0.00522,-0.5243478,0.7124741,0.2622253,5.5134628,2.1633724,3.7369283,0.9723321,1.8803928,0.6814741,0.7744016,0.5850399,0.4433796,0.3463992,0.6369203,1.2944691,1.3778957,-0.2274825,0.7557915,0.3425185,0.4790796,0.9956913,0.7075204,0
N5,00_98,805.45,122.41,44.38,23.14,26484.9421,7273.18,66.18,33.25,3.96148494,1.83226332,0.77049423,-0.862467345,18.99217442,1.809529923,19.482,829.819,158.374,16.012,18.491,24.058,6591.782075,37306.50848,2.4452683,0.8803326,1.8641021,0.6754641,0.8218662,0.9065421,0.7844464,0.521327,0.5206952,0.8779922,0.9706291,0.7729252,0.0302597,-0.4541496,0.8081835,0.2289664,10.9430738,2.087241,4.0677324,0.9848935,2.8603624,0.454087,0.5907803,0.6618226,0.3897741,0.1745268,0.5286262,0.7099282,1.1033702,0.4085932,0.2067405,0.5490332,0.30794,1.0062556,0.4855424,0
N5,c_0106,1466.41,223.79,70.25,34.91,43537.0203,15862.03,100.41,30.02,3.57683367,1.64170815,0.72937907,0.985492085,15.27000467,1.675743947,35.617,1729.678,241.618,21.605,21.823,35.528,18471.12996,140129.1691,3.3653916,0.9134125,2.2408644,0.3679459,0.6065854,1.064,0.5978645,0.497006,0.3783333,1.0140171,0.8477935,0.9262159,0.1795325,-0.1475681,0.7052006,0.1691476,23.2514818,1.7147309,3.7825042,0.5709066,2.8758263,0.2317644,0.3773096,0.6095091,0.1767813,0.0821393,0.5008058,0.3106921,0.8587471,2.218621,-0.2825057,0.568992,0.7036319,0.9631544,0.2288705,0
N5,c_0117,2758.08,241.25,82.24,61.21,61332.9884,20130.06,95.1,22.48,2.67906286,1.41977682,0.66840931,2.04635655,9.060618851,1.18665601,38.396,3122.335,320.452,29.63,24.464,40.024,20050.21967,188722.237,2.4521381,0.8062371,1.7012259,0.5955135,0.7716952,0.8409091,0.5479474,0.7442455,0.5192365,0.9337633,0.8833386,0.7528345,0.1320688,-0.4943309,0.6203141,0.2733142,14.0221054,1.4169971,2.3860684,0.313498,1.5537355,0.2283772,0.3736243,0.5389668,0.1281319,0.1362035,0.7085279,0.3249908,1.003982,2.0770103,0.0079639,0.3942631,0.675021,0.9503031,0.2883241,0
